Issue key,Issue ID,"Custom field 
(CRM Company)",Status,Severity,Original Severity,Created,Resolved,IMT,IMT RCA,Environment,Origin,Start Date & Time,End Date & Time,Downtime,"Issue classification
(Application/Platform)"
TSR-392989,584424,Customer 9,Permanently Closed,Severity 1,Severity 1,10-09-2022 15:39,10-09-2022 19:24,Yes,No,Production,Internal,9-10-22 3:39 PM,9-10-22 7:24 PM,,Application
TSR-366203,555039,Customer 9,Permanently Closed,Severity 1,Severity 1,8-2-22 3:16 PM,8-2-22 4:22 PM,Yes,No,Production,Internal,8-2-22 3:16 PM,8-2-22 4:22 PM,,Platform
TSR-329956,515791,Customer 9,Permanently Closed,Severity 1,Severity 1,6-11-22 1:39 PM,6-11-22 2:10 PM,,,,Internal,6-11-22 1:39 PM,6-11-22 2:10 PM,,
TSR-326884,512449,Customer 9,Permanently Closed,Severity 1,Severity 1,6-7-22 6:42 PM,6-7-22 6:49 PM,,,,Internal,6-7-22 6:42 PM,6-7-22 6:49 PM,,
TSR-388625,579693,Customer 10,Permanently Closed,Severity 1,Severity 1,04-09-2022 14:48,04-09-2022 17:37,Yes,No,Production,Internal,9-4-22 2:48 PM,9-4-22 5:03 PM,,Platform
TSR-387636,578633,Customer 10,Permanently Closed,Severity 1,Severity 1,02-09-2022 09:36,02-09-2022 11:18,Yes,No,Production,Internal,9-2-22 9:36 AM,9-2-22 11:18 AM,,Platform
TSR-387190,578143,Customer 10,Permanently Closed,Severity 1,Severity 1,01-09-2022 17:54,01-09-2022 18:28,Yes,No,Production,Internal,9-1-22 5:54 PM,9-1-22 6:28 PM,,Application
TSR-380660,571034,Customer 10,Permanently Closed,Severity 1,Severity 1,8-24-22 9:06 AM,8-24-22 9:55 AM,Yes,No,Production,Internal,8-24-22 9:06 AM,8-24-22 9:55 AM,,Platform
TSR-367174,556109,Customer 10,Permanently Closed,Severity 1,Severity 1,8-3-22 4:56 PM,8-3-22 5:34 PM,Yes,No,Production,Internal,8-3-22 4:56 PM,8-3-22 5:31 PM,,Application
TSR-364857,553560,Customer 10,Permanently Closed,Severity 1,Severity 1,7-31-22 1:08 AM,7-31-22 1:50 AM,,,,Internal,7-31-22 1:08 AM,7-31-22 1:43 AM,,Platform
TSR-363435,552049,Customer 10,Pending client confirmation,Severity 1,Severity 1,7-28-22 9:41 PM,7-28-22 10:24 PM,,,,Internal,7-28-22 9:41 PM,7-28-22 10:13 PM,,Platform
TSR-341475,528349,Customer 10,Permanently Closed,Severity 1,Severity 1,6-29-22 3:21 PM,6-29-22 5:21 PM,,,,Internal,6-29-22 3:21 PM,6-29-22 5:20 PM,,
TSR-331458,517390,Customer 10,Permanently Closed,Severity 1,Severity 1,6-14-22 3:19 PM,6-14-22 5:46 PM,,,,Internal,6-14-22 3:19 PM,6-14-22 5:46 PM,,
TSR-311878,n/a,Customer 11,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-16-22 2:32 AM,5-16-22 5:30 PM,14:58:00,Application
TSR-394094,585646,Customer 11,Permanently Closed,Severity 1,Severity 1,13-09-2022 09:19,13-09-2022 09:54,Yes,No,Production,Internal,9-13-22 9:19 AM,9-13-22 9:54 AM,,Platform
TSR-389607,580755,Customer 11,Permanently Closed,Severity 1,Severity 1,06-09-2022 10:34,06-09-2022 11:31,Yes,No,Production,Internal,9-6-22 10:34 AM,9-6-22 11:31 AM,,Platform
TSR-385474,576287,Customer 11,Permanently Closed,Severity 1,Severity 1,8-30-22 8:45 PM,8-30-22 8:49 PM,No,No,Production,Client,8-30-22 8:45 PM,8-30-22 8:49 PM,,Application
TSR-381549,571993,Customer 11,Permanently Closed,Severity 1,Severity 1,8-25-22 7:20 AM,8-25-22 8:04 AM,Yes,No,Production,Client,8-25-22 7:20 AM,8-25-22 8:04 AM,,Platform
TSR-367447,556407,Customer 11,Permanently Closed,Severity 1,Severity 1,8-3-22 10:22 PM,8-4-22 12:07 AM,Yes,No,Production,Internal,8-3-22 10:22 PM,8-4-22 12:04 AM,,Application
TSR-364942,553646,Customer 11,Permanently Closed,Severity 1,Severity 1,7-31-22 10:29 AM,7-31-22 2:32 PM,,,,Internal,7-31-22 10:29 AM,7-31-22 2:32 PM,,Application
TSR-364288,552960,Customer 11,Pending client confirmation,Severity 1,Severity 1,7-29-22 8:22 PM,7-29-22 9:45 PM,,,,Internal,7-29-22 7:45 PM,7-29-22 8:15 PM,,Platform
TSR-353240,541081,Customer 11,Permanently Closed,Severity 1,Severity 1,7-15-22 7:47 PM,7-30-22 4:46 PM,,,,Internal,7-15-22 7:47 PM,7-16-22 4:24 AM,,Application
TSR-349285,536745,Customer 11,Permanently Closed,Severity 1,Severity 1,7-11-22 9:02 AM,7-11-22 10:00 AM,,,,Internal,7-11-22 9:02 AM,7-11-22 10:00 AM,,Application
TSR-342940,529950,Customer 11,Pending client confirmation,Severity 1,Severity 1,6-30-22 10:05 PM,7-1-22 12:19 AM,,,,Internal,6-30-22 10:05 PM,7-1-22 12:19 AM,,
TSR-329772,515596,Customer 11,Permanently Closed,Severity 1,Severity 1,6-11-22 12:28 AM,6-11-22 1:58 AM,,,,Internal,6-11-22 12:28 AM,6-11-22 1:58 AM,,
TSR-329770,515594,Customer 11,Permanently Closed,Severity 1,Severity 1,6-11-22 12:16 AM,6-11-22 2:10 AM,,,,Client,6-11-22 12:16 AM,6-11-22 12:51 AM,,
TSR-405587,598217,Customer 12,Permanently Closed,Severity 1,Severity 1,29-09-2022 21:57,29-09-2022 22:37,Yes,No,Production,Internal,9-29-22 9:57 PM,9-29-22 10:05 PM,,Application
TSR-395720,587444,Customer 12,Permanently Closed,Severity 1,Severity 2,15-09-2022 06:30,21-09-2022 11:16,Yes,No,Production,Client,9-15-22 6:30 AM,9-15-22 11:27 AM,,Platform
TSR-394822,586466,Customer 12,Permanently Closed,Severity 1,Severity 1,14-09-2022 05:17,14-09-2022 07:33,Yes,No,Production,Client,9-14-22 5:17 AM,9-14-22 6:16 AM,,Application
TSR-394713,586341,Customer 12,Permanently Closed,Severity 1,Severity 1,14-09-2022 00:16,14-09-2022 01:25,Yes,No,Production,Internal,9-14-22 12:16 AM,9-14-22 1:24 AM,,Application
TSR-391350,582690,Customer 12,Permanently Closed,Severity 1,Severity 1,08-09-2022 11:23,08-09-2022 12:17,Yes,No,Production,Internal,9-8-22 11:23 AM,9-8-22 12:17 PM,,Application
TSR-391157,582481,Customer 12,Permanently Closed,Severity 1,Severity 1,08-09-2022 02:53,08-09-2022 07:45,Yes,No,Production,Internal,9-8-22 2:53 AM,9-8-22 7:45 AM,,Application
TSR-385780,576612,Customer 12,Permanently Closed,Severity 1,Severity 1,8-31-22 5:27 AM,8-31-22 6:10 AM,No,No,Production,Client,8-31-22 5:27 AM,8-31-22 6:10 AM,,Application
TSR-382447,572978,Customer 12,Permanently Closed,Severity 1,Severity 1,8-26-22 5:05 AM,8-26-22 8:45 AM,Yes,No,Production,Client,8-26-22 5:05 AM,8-26-22 8:38 AM,,Application
TSR-380673,571049,Customer 12,Permanently Closed,Severity 1,Severity 1,8-24-22 9:45 AM,8-24-22 10:26 AM,No,No,Production,Internal,8-24-22 9:45 AM,8-24-22 10:04 AM,,Application
TSR-380672,571048,Customer 12,Permanently Closed,Severity 1,Severity 1,8-24-22 9:44 AM,8-24-22 10:27 AM,No,No,Production,Client,8-24-22 9:44 AM,8-24-22 10:04 AM,0:36:00,Application
TSR-375868,565528,Customer 12,Permanently Closed,Severity 1,Severity 1,8-17-22 7:45 AM,8-17-22 8:43 AM,No,No,Production,Client,8-17-22 7:45 AM,8-17-22 8:15 AM,,Application
TSR-375197,564783,Customer 12,Permanently Closed,Severity 1,Severity 1,8-16-22 12:49 PM,8-16-22 1:43 PM,Yes,No,Production,Client,8-16-22 12:49 PM,8-16-22 1:43 PM,,Application
TSR-373979,563486,Customer 12,Permanently Closed,Severity 1,Severity 1,8-12-22 10:47 PM,8-12-22 10:56 PM,Yes,No,Production,Internal,8-12-22 10:33 PM,8-12-22 10:51 PM,,Platform
TSR-373491,562963,Customer 12,Permanently Closed,Severity 1,Severity 1,8-12-22 11:47 AM,8-12-22 12:26 PM,Yes,No,Production,Client,8-12-22 11:47 AM,8-12-22 12:08 PM,,Application
TSR-373460,562929,Customer 12,Permanently Closed,Severity 1,Severity 1,8-12-22 11:06 AM,8-12-22 11:50 AM,No,No,Production,Internal,8-12-22 11:06 AM,8-12-22 11:49 AM,,Application
TSR-373311,562755,Customer 12,Permanently Closed,Severity 1,Severity 1,8-12-22 3:32 AM,8-12-22 3:45 AM,Yes,No,Production,Internal,8-12-22 3:32 AM,8-12-22 3:44 AM,,Application
TSR-371661,560947,Customer 12,Permanently Closed,Severity 1,Severity 1,8-10-22 8:48 AM,8-10-22 10:14 PM,Yes,No,Production,Client,8-10-22 8:48 AM,8-10-22 5:50 PM,,Application
TSR-370665,559829,Customer 12,Permanently Closed,Severity 1,Severity 1,8-9-22 5:09 AM,8-9-22 6:15 AM,Yes,No,Production,Client,8-9-22 5:09 AM,8-9-22 10:46 AM,5:10:00,Application
TSR-369927,559038,Customer 12,Permanently Closed,Severity 1,Severity 1,8-8-22 12:10 PM,8-8-22 12:48 PM,No,No,Production,Client,8-8-22 12:10 PM,8-8-22 12:46 PM,,Application
TSR-369886,558994,Customer 12,Permanently Closed,Severity 1,Severity 1,8-8-22 11:10 AM,8-8-22 12:49 PM,Yes,No,Production,Client,8-8-22 11:10 AM,8-8-22 12:46 PM,,Application
TSR-369865,558973,Customer 12,Permanently Closed,Severity 1,Severity 1,8-8-22 10:30 AM,8-8-22 12:48 PM,Yes,No,Production,Internal,8-8-22 10:12 AM,8-8-22 12:46 PM,,Application
TSR-367985,556997,Customer 12,Permanently Closed,Severity 1,Severity 1,8-4-22 4:01 PM,8-4-22 4:22 PM,Yes,No,Production,Internal,8-4-22 4:01 PM,8-4-22 4:22 PM,,Platform
TSR-365913,554700,Customer 12,Permanently Closed,Severity 1,Severity 1,8-2-22 7:19 AM,8-2-22 8:18 AM,Yes,No,Production,Client,8-2-22 7:19 AM,8-2-22 8:11 AM,,Platform
TSR-365099,553805,Customer 12,Permanently Closed,Severity 1,Severity 1,8-1-22 4:03 AM,8-1-22 4:51 AM,Yes,No,Production,Internal,8-1-22 4:03 AM,8-1-22 5:03 AM,,Platform
TSR-364828,553531,Customer 12,Permanently Closed,Severity 1,Severity 1,7-30-22 11:05 PM,7-31-22 1:54 AM,,,,Internal,7-30-22 11:05 PM,7-31-22 1:53 AM,,Platform
TSR-359699,547987,Customer 12,Permanently Closed,Severity 1,Severity 1,7-25-22 1:19 AM,7-25-22 1:35 AM,,,,Internal,7-25-22 1:04 AM,7-25-22 1:34 AM,,Platform
TSR-354729,542706,Customer 12,Permanently Closed,Severity 1,Severity 1,7-19-22 2:36 AM,7-19-22 4:22 AM,,,,Internal,7-19-22 2:36 AM,7-19-22 3:05 AM,0:29:00,Platform
TSR-353357,541204,Customer 12,Permanently Closed,Severity 1,Severity 1,7-15-22 10:48 PM,7-16-22 1:08 AM,,,,Internal,7-15-22 10:48 PM,7-16-22 12:30 AM,,Platform
TSR-350835,538481,Customer 12,Permanently Closed,Severity 1,Severity 1,7-13-22 1:26 AM,7-13-22 1:59 AM,,,,Internal,7-13-22 1:26 AM,7-13-22 1:59 AM,,Application
TSR-350188,537750,Customer 12,Permanently Closed,Severity 1,Severity 1,7-12-22 11:50 AM,7-12-22 1:31 PM,,,,Client,7-12-22 11:50 AM,7-12-22 12:47 PM,,Platform
TSR-348938,536385,Customer 12,Permanently Closed,Severity 1,Severity 1,7-9-22 12:26 PM,7-9-22 12:53 PM,,,,Internal,7-9-22 12:26 PM,7-9-22 12:53 PM,,Platform
TSR-347822,535209,Customer 12,Permanently Closed,Severity 1,Severity 1,7-7-22 10:46 PM,7-7-22 11:10 PM,,,,Internal,7-7-22 10:46 PM,7-7-22 11:09 PM,,Platform
TSR-347139,534455,Customer 12,Permanently Closed,Severity 1,Severity 1,7-7-22 5:35 AM,7-7-22 6:57 AM,,,,Client,7-7-22 5:35 AM,7-7-22 6:10 AM,0:35:00,Application
TSR-346887,534194,Customer 12,Permanently Closed,Severity 1,Severity 1,7-6-22 10:45 PM,7-7-22 1:27 AM,,,,Internal,7-6-22 10:45 PM,7-6-22 11:45 PM,,Platform
TSR-342225,529165,Customer 12,Permanently Closed,Severity 1,Severity 1,6-30-22 9:59 AM,6-30-22 10:31 AM,,,,Client,6-30-22 9:59 AM,6-30-22 10:31 AM,0:25:00,Application
TSR-342222,529162,Customer 12,Permanently Closed,Severity 1,Severity 1,6-30-22 9:52 AM,6-30-22 10:31 AM,,,,Internal,6-30-22 9:52 AM,6-30-22 10:31 AM,,
TSR-342106,529012,Customer 12,Permanently Closed,Severity 1,Severity 1,6-30-22 5:06 AM,6-30-22 5:20 AM,,,,Client,6-30-22 5:06 AM,6-30-22 5:13 AM,,
TSR-341938,528835,Customer 12,Permanently Closed,Severity 1,Severity 1,6-30-22 12:07 AM,6-30-22 1:09 AM,,,,Internal,6-30-22 12:07 AM,6-30-22 1:09 AM,,
TSR-338213,524814,Customer 12,Permanently Closed,Severity 1,Severity 1,6-24-22 5:44 AM,6-24-22 8:28 AM,,,,Client,6-24-22 5:44 AM,6-24-22 8:28 AM,,
TSR-335524,521869,Customer 12,Permanently Closed,Severity 1,Severity 1,6-20-22 11:14 PM,6-20-22 11:44 PM,,,,Internal,6-20-22 11:14 PM,6-20-22 11:44 PM,,
TSR-334545,520796,Customer 12,Permanently Closed,Severity 1,Severity 1,6-18-22 11:46 PM,6-18-22 11:53 PM,,,,Internal,6-18-22 11:46 PM,6-18-22 11:53 PM,,
TSR-332767,518821,Customer 12,Permanently Closed,Severity 1,Severity 1,6-15-22 11:32 PM,6-16-22 12:14 AM,,,,Internal,6-15-22 11:32 PM,6-16-22 12:14 AM,,
TSR-332277,518287,Customer 12,Permanently Closed,Severity 1,Severity 1,6-15-22 1:42 PM,6-15-22 2:09 PM,,,,Internal,6-15-22 1:42 PM,6-15-22 2:09 PM,,
TSR-332274,518283,Customer 12,Permanently Closed,Severity 1,Severity 1,6-15-22 1:40 PM,6-15-22 2:34 PM,,,,Client,6-15-22 1:17 PM,6-15-22 1:58 PM,0:39:00,Platform
TSR-331863,517827,Customer 12,Permanently Closed,Severity 1,Severity 1,6-14-22 11:22 PM,6-14-22 11:32 PM,,,,Internal,6-14-22 11:22 PM,6-14-22 11:32 PM,,
TSR-331030,516915,Customer 12,Permanently Closed,Severity 1,Severity 1,6-13-22 11:25 PM,6-13-22 11:34 PM,,,,Internal,6-13-22 11:25 PM,6-13-22 11:34 PM,,
TSR-330224,516064,Customer 12,Permanently Closed,Severity 1,Severity 1,6-12-22 11:17 PM,6-12-22 11:24 PM,,,,Internal,6-12-22 11:17 PM,6-12-22 11:24 PM,,
TSR-326323,511833,Customer 12,Permanently Closed,Severity 1,Severity 1,6-7-22 3:14 AM,6-7-22 9:42 AM,,,,Internal,6-7-22 3:14 AM,6-7-22 9:42 AM,,
TSR-325772,511210,Customer 12,Permanently Closed,Severity 1,Severity 1,6-6-22 12:01 PM,6-6-22 1:48 PM,,,,Internal,6-6-22 12:01 PM,6-6-22 1:48 PM,,
TSR-324296,509588,Customer 12,Permanently Closed,Severity 1,Severity 1,6-2-22 11:45 PM,6-2-22 11:52 PM,,,,Internal,6-2-22 11:45 PM,6-2-22 11:51 PM,,
TSR-323696,508935,Customer 12,Permanently Closed,Severity 1,Severity 3,6-2-22 6:39 AM,6-8-22 7:36 PM,,,,Client,6-8-22 8:36 AM,6-8-22 7:36 PM,,
TSR-312069,n/a,Customer 13,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-16-22 1:15 PM,5-16-22 5:25 PM,4:10:00,Application
TSR-378664,568559,Customer 13,Permanently Closed,Severity 1,Severity 1,8-21-22 8:24 AM,8-21-22 8:48 AM,Yes,No,Production,Internal,8-21-22 8:01 AM,8-21-22 8:46 AM,,Platform
TSR-366317,555165,Customer 13,Permanently Closed,Severity 1,Severity 1,8-2-22 5:15 PM,8-2-22 6:18 PM,No,No,Production,Client,8-2-22 5:15 PM,8-2-22 5:48 PM,,Platform
TSR-402611,594978,Customer 14,Permanently Closed,Severity 1,Severity 1,26-09-2022 17:44,26-09-2022 18:34,Yes,Yes,Production,Client,9-26-22 5:44 PM,9-26-22 6:28 PM,,Platform
TSR-401709,594012,Customer 14,Permanently Closed,Severity 1,Severity 1,23-09-2022 23:15,24-09-2022 00:10,Yes,No,Production,Internal,9-23-22 11:15 PM,9-24-22 12:10 AM,,Platform
TSR-394978,586644,Customer 14,Permanently Closed,Severity 1,Severity 1,14-09-2022 12:21,14-09-2022 13:11,Yes,No,Production,Internal,9-14-22 12:21 PM,9-14-22 1:11 PM,,Platform
TSR-391354,582695,Customer 14,Permanently Closed,Severity 1,Severity 1,08-09-2022 11:32,08-09-2022 12:36,Yes,No,Production,Internal,9-8-22 11:32 AM,9-8-22 12:36 PM,,Platform
TSR-388080,579115,Customer 14,Permanently Closed,Severity 1,Severity 1,02-09-2022 19:20,02-09-2022 21:58,Yes,No,Production,Client,9-2-22 7:20 PM,9-2-22 10:00 PM,,Application
TSR-385318,576121,Customer 14,Permanently Closed,Severity 1,Severity 1,8-30-22 6:35 PM,8-31-22 3:55 AM,Yes,No,Production,Client,8-30-22 6:35 PM,8-31-22 3:12 AM,,Application
TSR-379841,569825,Customer 14,Permanently Closed,Severity 1,Severity 1,8-23-22 12:05 PM,8-23-22 3:40 PM,Yes,No,Production,Internal,8-23-22 12:05 PM,8-23-22 1:42 PM,,Platform
TSR-372825,562225,Customer 14,Permanently Closed,Severity 1,Severity 1,8-11-22 2:24 PM,8-11-22 3:32 PM,Yes,No,Production,Internal,8-11-22 2:24 PM,8-11-22 3:32 PM,,Application
TSR-372025,561376,Customer 14,Permanently Closed,Severity 1,Severity 1,8-10-22 6:10 PM,8-10-22 8:43 PM,No,No,Production,Client,8-10-22 6:10 PM,8-10-22 8:43 PM,,Application
TSR-371239,560486,Customer 14,Permanently Closed,Severity 1,Severity 1,8-9-22 8:19 PM,8-10-22 2:47 AM,Yes,No,Production,Client,8-9-22 8:19 PM,8-10-22 2:15 AM,,Application
TSR-371086,560326,Customer 14,Pending client confirmation,Severity 1,Severity 1,8-9-22 5:23 PM,8-9-22 6:16 PM,Yes,No,Production,Internal,8-9-22 5:11 PM,8-9-22 5:36 PM,,Platform
TSR-369524,558628,Customer 14,Permanently Closed,Severity 1,Severity 1,8-6-22 8:45 PM,8-7-22 12:48 AM,No,No,Production,Internal,8-6-22 8:45 PM,8-7-22 12:55 AM,,Application
TSR-369045,558130,Customer 14,Permanently Closed,Severity 1,Severity 2,8-5-22 7:55 PM,8-6-22 12:03 PM,Yes,No,Production,Client,8-5-22 7:55 PM,8-6-22 12:03 PM,,Platform
TSR-366775,555663,Customer 14,Permanently Closed,Severity 1,Severity 1,8-3-22 7:40 AM,8-3-22 8:43 AM,Yes,No,Production,Internal,8-3-22 7:40 AM,8-3-22 8:39 AM,,Application
TSR-364969,553673,Customer 14,Pending client confirmation,Severity 1,Severity 1,7-31-22 1:37 PM,7-31-22 3:46 PM,,,,Internal,7-31-22 1:37 PM,7-31-22 3:42 PM,,Application
TSR-361868,550320,Customer 14,Permanently Closed,Severity 1,Severity 1,7-27-22 12:17 PM,7-27-22 2:23 PM,,,,Internal,7-27-22 12:17 PM,7-27-22 2:23 PM,,Platform
TSR-353368,541215,Customer 14,Permanently Closed,Severity 1,Severity 1,7-15-22 11:25 PM,7-16-22 12:58 AM,,,,Internal,7-15-22 11:25 PM,7-16-22 12:57 AM,,Platform
TSR-341274,528117,Customer 14,Permanently Closed,Severity 1,Severity 1,6-29-22 11:00 AM,6-29-22 2:32 PM,,,,Internal,6-29-22 11:00 AM,6-29-22 2:32 PM,,
TSR-332930,519021,Customer 14,Permanently Closed,Severity 1,Severity 1,6-16-22 7:19 AM,6-16-22 9:41 AM,,,,Internal,6-16-22 7:19 AM,6-16-22 9:41 AM,,
TSR-332474,518502,Customer 14,Permanently Closed,Severity 1,Severity 1,6-15-22 5:35 PM,6-15-22 6:16 PM,,,,Client,6-15-22 5:35 PM,6-15-22 6:05 PM,,
TSR-322889,508084,Customer 14,Permanently Closed,Severity 1,Severity 1,6-1-22 12:54 PM,6-1-22 5:34 PM,,,,Internal,6-1-22 12:54 PM,6-1-22 2:14 PM,,
TSR-310074,n/a,Customer 15,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-12-22 11:48 AM,5-12-22 12:35 PM,0:47:00,Application
TSR-310076,n/a,Customer 15,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,5-12-22 11:50 AM,5-12-22 12:35 PM,0:45:00,Application
TSR-403937,596425,Customer 15,Permanently Closed,Severity 1,Severity 1,28-09-2022 06:36,28-09-2022 10:03,No,No,Production,Internal,9-28-22 6:36 AM,9-28-22 10:03 AM,,Platform
TSR-403715,596185,Customer 15,Permanently Closed,Severity 1,Severity 1,27-09-2022 21:57,28-09-2022 00:00,Yes,No,Production,Internal,9-27-22 9:57 PM,9-27-22 11:57 PM,,Application
TSR-401999,594315,Customer 15,Permanently Closed,Severity 1,Severity 1,24-09-2022 21:43,24-09-2022 22:56,Yes,No,Production,Internal,9-24-22 9:43 PM,9-24-22 10:56 PM,,Application
TSR-400949,593185,Customer 15,Permanently Closed,Severity 1,Severity 1,23-09-2022 00:37,23-09-2022 01:16,Yes,No,Production,Internal,9-23-22 12:32 AM,9-23-22 12:36 AM,,Application
TSR-399016,591057,Customer 15,Permanently Closed,Severity 1,Severity 1,20-09-2022 19:14,20-09-2022 20:53,Yes,Yes,Production,Client,9-20-22 7:14 PM,9-20-22 8:15 PM,1:01:00,Application
TSR-391914,583293,Customer 15,Permanently Closed,Severity 1,Severity 1,08-09-2022 22:31,09-09-2022 00:02,Yes,No,Production,Internal,9-8-22 10:04 PM,9-8-22 11:08 PM,,Application
TSR-391900,583278,Customer 15,Permanently Closed,Severity 1,Severity 1,08-09-2022 21:48,09-09-2022 00:07,Yes,No,Production,Internal,9-8-22 9:48 PM,9-8-22 11:40 PM,,Application
TSR-391208,582536,Customer 15,Permanently Closed,Severity 1,Severity 1,08-09-2022 05:03,08-09-2022 05:18,Yes,No,Production,Internal,9-8-22 4:49 AM,9-8-22 5:04 AM,,Application
TSR-390449,581699,Customer 15,Permanently Closed,Severity 1,Severity 1,07-09-2022 10:37,07-09-2022 11:28,No,No,Production,Client,9-7-22 10:37 AM,9-7-22 11:28 AM,,Platform
TSR-390227,581436,Customer 15,Permanently Closed,Severity 1,Severity 1,07-09-2022 00:29,07-09-2022 01:43,Yes,No,Production,Internal,9-7-22 12:29 AM,9-7-22 1:43 AM,,Application
TSR-389442,580580,Customer 15,Permanently Closed,Severity 1,Severity 1,06-09-2022 00:23,06-09-2022 00:38,No,No,Production,Internal,9-6-22 12:23 AM,9-6-22 12:37 AM,,Application
TSR-388714,579783,Customer 15,Permanently Closed,Severity 1,Severity 1,05-09-2022 00:21,05-09-2022 01:21,Yes,No,Production,Internal,9-5-22 12:21 AM,9-5-22 1:20 AM,,Application
TSR-383852,574506,Customer 15,Permanently Closed,Severity 1,Severity 1,8-29-22 10:05 AM,8-29-22 11:19 AM,Yes,No,Production,Client,8-29-22 10:05 AM,8-29-22 11:19 AM,0:54:00,Application
TSR-382402,572929,Customer 15,Permanently Closed,Severity 1,Severity 1,8-26-22 3:05 AM,8-26-22 4:09 AM,No,No,Production,Internal,8-26-22 3:05 AM,8-26-22 4:09 AM,,Application
TSR-382350,572872,Customer 15,Pending client confirmation,Severity 1,Severity 1,8-26-22 1:01 AM,8-26-22 2:14 AM,Yes,No,Production,Internal,8-26-22 1:01 AM,8-26-22 2:07 AM,,Application
TSR-378816,568711,Customer 15,Permanently Closed,Severity 1,Severity 1,8-22-22 12:42 AM,8-22-22 1:14 AM,Yes,No,Production,Internal,8-22-22 12:42 AM,8-22-22 1:14 AM,,Application
TSR-378648,568543,Customer 15,Permanently Closed,Severity 1,Severity 1,8-21-22 4:44 AM,8-21-22 5:36 AM,Yes,No,Production,Internal,8-21-22 4:44 AM,8-21-22 5:33 AM,,Application
TSR-378604,568498,Customer 15,Permanently Closed,Severity 1,Severity 1,8-20-22 10:19 PM,8-21-22 12:27 AM,Yes,No,Production,Internal,8-20-22 10:19 PM,8-21-22 12:25 AM,,Application
TSR-378292,568182,Customer 15,Permanently Closed,Severity 1,Severity 1,8-20-22 3:16 AM,8-20-22 4:00 AM,Yes,No,Production,Internal,8-20-22 3:16 AM,8-20-22 3:59 AM,,Application
TSR-377466,567275,Customer 15,Permanently Closed,Severity 1,Severity 1,8-19-22 1:44 AM,8-19-22 3:24 AM,Yes,No,Production,Internal,8-19-22 1:44 AM,8-19-22 3:00 AM,,Application
TSR-375734,565374,Customer 15,Permanently Closed,Severity 1,Severity 1,8-17-22 12:36 AM,8-17-22 1:16 AM,No,No,Production,Internal,8-17-22 12:36 AM,8-17-22 1:13 AM,,Application
TSR-374393,563923,Customer 15,Permanently Closed,Severity 1,Severity 1,8-14-22 11:55 PM,8-15-22 12:36 AM,Yes,No,Production,Internal,8-14-22 11:55 PM,8-15-22 12:34 AM,,Application
TSR-374219,563743,Customer 15,Permanently Closed,Severity 1,Severity 1,8-13-22 11:50 PM,8-14-22 12:42 AM,Yes,No,Production,Internal,8-13-22 11:50 PM,8-14-22 12:38 AM,,Application
TSR-374014,563532,Customer 15,Permanently Closed,Severity 1,Severity 1,8-13-22 12:17 AM,8-13-22 12:29 AM,Yes,No,Production,Internal,8-13-22 12:17 AM,8-13-22 12:29 AM,,Application
TSR-372315,561676,Customer 15,Permanently Closed,Severity 1,Severity 1,8-11-22 12:26 AM,8-11-22 1:36 AM,Yes,No,Production,Internal,8-11-22 12:26 AM,8-11-22 1:29 AM,,Application
TSR-371623,560903,Customer 15,Permanently Closed,Severity 1,Severity 1,8-10-22 7:17 AM,8-10-22 12:00 PM,Yes,No,Production,Internal,8-10-22 7:17 AM,8-10-22 1:27 PM,,Application
TSR-371570,560847,Customer 15,Permanently Closed,Severity 1,Severity 1,8-10-22 5:06 AM,8-11-22 6:57 AM,Yes,No,Production,Client,8-10-22 5:06 AM,8-10-22 1:27 PM,,Application
TSR-359706,547994,Customer 15,Permanently Closed,Severity 1,Severity 1,7-25-22 1:59 AM,7-25-22 3:30 AM,,,,Internal,7-25-22 1:59 AM,7-25-22 2:05 AM,,Application
TSR-359484,547770,Customer 15,Permanently Closed,Severity 1,Severity 1,7-23-22 11:14 PM,7-24-22 12:16 AM,,,,Internal,7-23-22 11:14 PM,7-24-22 12:16 AM,,Application
TSR-356609,544755,Customer 15,Permanently Closed,Severity 1,Severity 1,7-21-22 5:59 AM,7-21-22 6:57 AM,,,,Client,7-21-22 5:59 AM,7-21-22 6:57 AM,0:58:00,Application
TSR-356607,544753,Customer 15,Permanently Closed,Severity 1,Severity 1,7-21-22 5:56 AM,7-21-22 7:00 AM,,,,Internal,7-21-22 5:56 AM,7-21-22 7:00 AM,0:55:00,Application
TSR-356555,544696,Customer 15,Permanently Closed,Severity 1,Severity 1,7-21-22 4:04 AM,7-21-22 6:04 AM,,,,Internal,7-21-22 4:04 AM,7-21-22 6:04 AM,,Platform
TSR-355105,543119,Customer 15,Permanently Closed,Severity 1,Severity 1,7-19-22 3:10 PM,7-19-22 4:16 PM,,,,Internal,7-19-22 3:07 PM,7-19-22 3:59 PM,0:52:00,Platform
TSR-349401,536887,Customer 15,Permanently Closed,Severity 1,Severity 2,7-11-22 1:13 PM,7-12-22 9:03 AM,,,,Client,7-11-22 1:13 PM,7-12-22 9:03 AM,,Application
