Issue key,Issue ID,"Custom field 
(CRM Company)",Status,Severity,Original Severity,Created,Resolved,IMT,IMT RCA,Environment,Origin,Start Date & Time,End Date & Time,Downtime,"Issue classification
(Application/Platform)"
TSR-330318,516160,Customer 8,Permanently Closed,Severity 1,Severity 1,13-06-2022 11:34,13-06-2022 14:13,,,,Client,13-06-2022 11:34,13-06-2022 14:03,,
TSR-392989,584424,Customer 9,Permanently Closed,Severity 1,Severity 1,10-09-2022 15:39,10-09-2022 19:24,Yes,No,Production,Internal,10-09-2022 15:39,10-09-2022 19:24,,Application
TSR-366203,555039,Customer 9,Permanently Closed,Severity 1,Severity 1,02-08-2022 15:16,02-08-2022 16:22,Yes,No,Production,Internal,02-08-2022 15:16,02-08-2022 16:22,,Platform
TSR-329956,515791,Customer 9,Permanently Closed,Severity 1,Severity 1,11-06-2022 13:39,11-06-2022 14:10,,,,Internal,11-06-2022 13:39,11-06-2022 14:10,,
TSR-326884,512449,Customer 9,Permanently Closed,Severity 1,Severity 1,07-06-2022 18:42,07-06-2022 18:49,,,,Internal,07-06-2022 18:42,07-06-2022 18:49,,
TSR-388625,579693,Customer 10,Permanently Closed,Severity 1,Severity 1,04-09-2022 14:48,04-09-2022 17:37,Yes,No,Production,Internal,04-09-2022 14:48,04-09-2022 17:03,,Platform
TSR-387636,578633,Customer 10,Permanently Closed,Severity 1,Severity 1,02-09-2022 09:36,02-09-2022 11:18,Yes,No,Production,Internal,02-09-2022 09:36,02-09-2022 11:18,,Platform
TSR-387190,578143,Customer 10,Permanently Closed,Severity 1,Severity 1,01-09-2022 17:54,01-09-2022 18:28,Yes,No,Production,Internal,01-09-2022 17:54,01-09-2022 18:28,,Application
TSR-380660,571034,Customer 10,Permanently Closed,Severity 1,Severity 1,24-08-2022 09:06,24-08-2022 09:55,Yes,No,Production,Internal,24-08-2022 09:06,24-08-2022 09:55,,Platform
TSR-367174,556109,Customer 10,Permanently Closed,Severity 1,Severity 1,03-08-2022 16:56,03-08-2022 17:34,Yes,No,Production,Internal,03-08-2022 16:56,03-08-2022 17:31,,Application
TSR-364857,553560,Customer 10,Permanently Closed,Severity 1,Severity 1,31-07-2022 01:08,31-07-2022 01:50,,,,Internal,31-07-2022 01:08,31-07-2022 01:43,,Platform
TSR-363435,552049,Customer 10,Pending client confirmation,Severity 1,Severity 1,28-07-2022 21:41,28-07-2022 22:24,,,,Internal,28-07-2022 21:41,28-07-2022 22:13,,Platform
TSR-341475,528349,Customer 10,Permanently Closed,Severity 1,Severity 1,29-06-2022 15:21,29-06-2022 17:21,,,,Internal,29-06-2022 15:21,29-06-2022 17:20,,
TSR-331458,517390,Customer 10,Permanently Closed,Severity 1,Severity 1,14-06-2022 15:19,14-06-2022 17:46,,,,Internal,14-06-2022 15:19,14-06-2022 17:46,,
TSR-311878,n/a,Customer 11,Resolved,SEV1,n/a,n/a,n/a,,,,Client,16-05-2022 02:32,16-05-2022 17:30,14:58:00,Application
TSR-394094,585646,Customer 11,Permanently Closed,Severity 1,Severity 1,13-09-2022 09:19,13-09-2022 09:54,Yes,No,Production,Internal,13-09-2022 09:19,13-09-2022 09:54,,Platform
TSR-389607,580755,Customer 11,Permanently Closed,Severity 1,Severity 1,06-09-2022 10:34,06-09-2022 11:31,Yes,No,Production,Internal,06-09-2022 10:34,06-09-2022 11:31,,Platform
TSR-385474,576287,Customer 11,Permanently Closed,Severity 1,Severity 1,30-08-2022 20:45,30-08-2022 20:49,No,No,Production,Client,30-08-2022 20:45,30-08-2022 20:49,,Application
TSR-381549,571993,Customer 11,Permanently Closed,Severity 1,Severity 1,25-08-2022 07:20,25-08-2022 08:04,Yes,No,Production,Client,25-08-2022 07:20,25-08-2022 08:04,,Platform
TSR-367447,556407,Customer 11,Permanently Closed,Severity 1,Severity 1,03-08-2022 22:22,04-08-2022 00:07,Yes,No,Production,Internal,03-08-2022 22:22,04-08-2022 00:04,,Application
TSR-364942,553646,Customer 11,Permanently Closed,Severity 1,Severity 1,31-07-2022 10:29,31-07-2022 14:32,,,,Internal,31-07-2022 10:29,31-07-2022 14:32,,Application
TSR-364288,552960,Customer 11,Pending client confirmation,Severity 1,Severity 1,29-07-2022 20:22,29-07-2022 21:45,,,,Internal,29-07-2022 19:45,29-07-2022 20:15,,Platform
TSR-353240,541081,Customer 11,Permanently Closed,Severity 1,Severity 1,15-07-2022 19:47,30-07-2022 16:46,,,,Internal,15-07-2022 19:47,16-07-2022 04:24,,Application
TSR-349285,536745,Customer 11,Permanently Closed,Severity 1,Severity 1,11-07-2022 09:02,11-07-2022 10:00,,,,Internal,11-07-2022 09:02,11-07-2022 10:00,,Application
TSR-342940,529950,Customer 11,Pending client confirmation,Severity 1,Severity 1,30-06-2022 22:05,01-07-2022 00:19,,,,Internal,30-06-2022 22:05,01-07-2022 00:19,,
TSR-329772,515596,Customer 11,Permanently Closed,Severity 1,Severity 1,11-06-2022 00:28,11-06-2022 01:58,,,,Internal,11-06-2022 00:28,11-06-2022 01:58,,
TSR-329770,515594,Customer 11,Permanently Closed,Severity 1,Severity 1,11-06-2022 00:16,11-06-2022 02:10,,,,Client,11-06-2022 00:16,11-06-2022 00:51,,
TSR-405587,598217,Customer 12,Permanently Closed,Severity 1,Severity 1,29-09-2022 21:57,29-09-2022 22:37,Yes,No,Production,Internal,29-09-2022 21:57,29-09-2022 22:05,,Application
TSR-395720,587444,Customer 12,Permanently Closed,Severity 1,Severity 2,15-09-2022 06:30,21-09-2022 11:16,Yes,No,Production,Client,15-09-2022 06:30,15-09-2022 11:27,,Platform
TSR-394822,586466,Customer 12,Permanently Closed,Severity 1,Severity 1,14-09-2022 05:17,14-09-2022 07:33,Yes,No,Production,Client,14-09-2022 05:17,14-09-2022 06:16,,Application
TSR-394713,586341,Customer 12,Permanently Closed,Severity 1,Severity 1,14-09-2022 00:16,14-09-2022 01:25,Yes,No,Production,Internal,14-09-2022 00:16,14-09-2022 01:24,,Application
TSR-391350,582690,Customer 12,Permanently Closed,Severity 1,Severity 1,08-09-2022 11:23,08-09-2022 12:17,Yes,No,Production,Internal,08-09-2022 11:23,08-09-2022 12:17,,Application
TSR-391157,582481,Customer 12,Permanently Closed,Severity 1,Severity 1,08-09-2022 02:53,08-09-2022 07:45,Yes,No,Production,Internal,08-09-2022 02:53,08-09-2022 07:45,,Application
TSR-385780,576612,Customer 12,Permanently Closed,Severity 1,Severity 1,31-08-2022 05:27,31-08-2022 06:10,No,No,Production,Client,31-08-2022 05:27,31-08-2022 06:10,,Application
TSR-382447,572978,Customer 12,Permanently Closed,Severity 1,Severity 1,26-08-2022 05:05,26-08-2022 08:45,Yes,No,Production,Client,26-08-2022 05:05,26-08-2022 08:38,,Application
TSR-380673,571049,Customer 12,Permanently Closed,Severity 1,Severity 1,24-08-2022 09:45,24-08-2022 10:26,No,No,Production,Internal,24-08-2022 09:45,24-08-2022 10:04,,Application
TSR-380672,571048,Customer 12,Permanently Closed,Severity 1,Severity 1,24-08-2022 09:44,24-08-2022 10:27,No,No,Production,Client,24-08-2022 09:44,24-08-2022 10:04,0:36:00,Application
TSR-375868,565528,Customer 12,Permanently Closed,Severity 1,Severity 1,17-08-2022 07:45,17-08-2022 08:43,No,No,Production,Client,17-08-2022 07:45,17-08-2022 08:15,,Application
TSR-375197,564783,Customer 12,Permanently Closed,Severity 1,Severity 1,16-08-2022 12:49,16-08-2022 13:43,Yes,No,Production,Client,16-08-2022 12:49,16-08-2022 13:43,,Application
TSR-373979,563486,Customer 12,Permanently Closed,Severity 1,Severity 1,12-08-2022 22:47,12-08-2022 22:56,Yes,No,Production,Internal,12-08-2022 22:33,12-08-2022 22:51,,Platform
TSR-373491,562963,Customer 12,Permanently Closed,Severity 1,Severity 1,12-08-2022 11:47,12-08-2022 12:26,Yes,No,Production,Client,12-08-2022 11:47,12-08-2022 12:08,,Application
TSR-373460,562929,Customer 12,Permanently Closed,Severity 1,Severity 1,12-08-2022 11:06,12-08-2022 11:50,No,No,Production,Internal,12-08-2022 11:06,12-08-2022 11:49,,Application
TSR-373311,562755,Customer 12,Permanently Closed,Severity 1,Severity 1,12-08-2022 03:32,12-08-2022 03:45,Yes,No,Production,Internal,12-08-2022 03:32,12-08-2022 03:44,,Application
TSR-371661,560947,Customer 12,Permanently Closed,Severity 1,Severity 1,10-08-2022 08:48,10-08-2022 22:14,Yes,No,Production,Client,10-08-2022 08:48,10-08-2022 17:50,,Application
TSR-370665,559829,Customer 12,Permanently Closed,Severity 1,Severity 1,09-08-2022 05:09,09-08-2022 06:15,Yes,No,Production,Client,09-08-2022 05:09,09-08-2022 10:46,5:10:00,Application
TSR-369927,559038,Customer 12,Permanently Closed,Severity 1,Severity 1,08-08-2022 12:10,08-08-2022 12:48,No,No,Production,Client,08-08-2022 12:10,08-08-2022 12:46,,Application
TSR-369886,558994,Customer 12,Permanently Closed,Severity 1,Severity 1,08-08-2022 11:10,08-08-2022 12:49,Yes,No,Production,Client,08-08-2022 11:10,08-08-2022 12:46,,Application
TSR-369865,558973,Customer 12,Permanently Closed,Severity 1,Severity 1,08-08-2022 10:30,08-08-2022 12:48,Yes,No,Production,Internal,08-08-2022 10:12,08-08-2022 12:46,,Application
TSR-367985,556997,Customer 12,Permanently Closed,Severity 1,Severity 1,04-08-2022 16:01,04-08-2022 16:22,Yes,No,Production,Internal,04-08-2022 16:01,04-08-2022 16:22,,Platform
TSR-365913,554700,Customer 12,Permanently Closed,Severity 1,Severity 1,02-08-2022 07:19,02-08-2022 08:18,Yes,No,Production,Client,02-08-2022 07:19,02-08-2022 08:11,,Platform
TSR-365099,553805,Customer 12,Permanently Closed,Severity 1,Severity 1,01-08-2022 04:03,01-08-2022 04:51,Yes,No,Production,Internal,01-08-2022 04:03,01-08-2022 05:03,,Platform
TSR-364828,553531,Customer 12,Permanently Closed,Severity 1,Severity 1,30-07-2022 23:05,31-07-2022 01:54,,,,Internal,30-07-2022 23:05,31-07-2022 01:53,,Platform
TSR-359699,547987,Customer 12,Permanently Closed,Severity 1,Severity 1,25-07-2022 01:19,25-07-2022 01:35,,,,Internal,25-07-2022 01:04,25-07-2022 01:34,,Platform
TSR-354729,542706,Customer 12,Permanently Closed,Severity 1,Severity 1,19-07-2022 02:36,19-07-2022 04:22,,,,Internal,19-07-2022 02:36,19-07-2022 03:05,0:29:00,Platform
TSR-353357,541204,Customer 12,Permanently Closed,Severity 1,Severity 1,15-07-2022 22:48,16-07-2022 01:08,,,,Internal,15-07-2022 22:48,16-07-2022 00:30,,Platform
TSR-350835,538481,Customer 12,Permanently Closed,Severity 1,Severity 1,13-07-2022 01:26,13-07-2022 01:59,,,,Internal,13-07-2022 01:26,13-07-2022 01:59,,Application
TSR-350188,537750,Customer 12,Permanently Closed,Severity 1,Severity 1,12-07-2022 11:50,12-07-2022 13:31,,,,Client,12-07-2022 11:50,12-07-2022 12:47,,Platform
TSR-348938,536385,Customer 12,Permanently Closed,Severity 1,Severity 1,09-07-2022 12:26,09-07-2022 12:53,,,,Internal,09-07-2022 12:26,09-07-2022 12:53,,Platform
TSR-347822,535209,Customer 12,Permanently Closed,Severity 1,Severity 1,07-07-2022 22:46,07-07-2022 23:10,,,,Internal,07-07-2022 22:46,07-07-2022 23:09,,Platform
TSR-347139,534455,Customer 12,Permanently Closed,Severity 1,Severity 1,07-07-2022 05:35,07-07-2022 06:57,,,,Client,07-07-2022 05:35,07-07-2022 06:10,0:35:00,Application
TSR-346887,534194,Customer 12,Permanently Closed,Severity 1,Severity 1,06-07-2022 22:45,07-07-2022 01:27,,,,Internal,06-07-2022 22:45,06-07-2022 23:45,,Platform
TSR-342225,529165,Customer 12,Permanently Closed,Severity 1,Severity 1,30-06-2022 09:59,30-06-2022 10:31,,,,Client,30-06-2022 09:59,30-06-2022 10:31,0:25:00,Application
TSR-342222,529162,Customer 12,Permanently Closed,Severity 1,Severity 1,30-06-2022 09:52,30-06-2022 10:31,,,,Internal,30-06-2022 09:52,30-06-2022 10:31,,
TSR-342106,529012,Customer 12,Permanently Closed,Severity 1,Severity 1,30-06-2022 05:06,30-06-2022 05:20,,,,Client,30-06-2022 05:06,30-06-2022 05:13,,
TSR-341938,528835,Customer 12,Permanently Closed,Severity 1,Severity 1,30-06-2022 00:07,30-06-2022 01:09,,,,Internal,30-06-2022 00:07,30-06-2022 01:09,,
TSR-338213,524814,Customer 12,Permanently Closed,Severity 1,Severity 1,24-06-2022 05:44,24-06-2022 08:28,,,,Client,24-06-2022 05:44,24-06-2022 08:28,,
TSR-335524,521869,Customer 12,Permanently Closed,Severity 1,Severity 1,20-06-2022 23:14,20-06-2022 23:44,,,,Internal,20-06-2022 23:14,20-06-2022 23:44,,
TSR-334545,520796,Customer 12,Permanently Closed,Severity 1,Severity 1,18-06-2022 23:46,18-06-2022 23:53,,,,Internal,18-06-2022 23:46,18-06-2022 23:53,,
TSR-332767,518821,Customer 12,Permanently Closed,Severity 1,Severity 1,15-06-2022 23:32,16-06-2022 00:14,,,,Internal,15-06-2022 23:32,16-06-2022 00:14,,
TSR-332277,518287,Customer 12,Permanently Closed,Severity 1,Severity 1,15-06-2022 13:42,15-06-2022 14:09,,,,Internal,15-06-2022 13:42,15-06-2022 14:09,,
TSR-332274,518283,Customer 12,Permanently Closed,Severity 1,Severity 1,15-06-2022 13:40,15-06-2022 14:34,,,,Client,15-06-2022 13:17,15-06-2022 13:58,0:39:00,Platform
TSR-331863,517827,Customer 12,Permanently Closed,Severity 1,Severity 1,14-06-2022 23:22,14-06-2022 23:32,,,,Internal,14-06-2022 23:22,14-06-2022 23:32,,
TSR-331030,516915,Customer 12,Permanently Closed,Severity 1,Severity 1,13-06-2022 23:25,13-06-2022 23:34,,,,Internal,13-06-2022 23:25,13-06-2022 23:34,,
TSR-330224,516064,Customer 12,Permanently Closed,Severity 1,Severity 1,12-06-2022 23:17,12-06-2022 23:24,,,,Internal,12-06-2022 23:17,12-06-2022 23:24,,
TSR-326323,511833,Customer 12,Permanently Closed,Severity 1,Severity 1,07-06-2022 03:14,07-06-2022 09:42,,,,Internal,07-06-2022 03:14,07-06-2022 09:42,,
TSR-325772,511210,Customer 12,Permanently Closed,Severity 1,Severity 1,06-06-2022 12:01,06-06-2022 13:48,,,,Internal,06-06-2022 12:01,06-06-2022 13:48,,
TSR-324296,509588,Customer 12,Permanently Closed,Severity 1,Severity 1,02-06-2022 23:45,02-06-2022 23:52,,,,Internal,02-06-2022 23:45,02-06-2022 23:51,,
TSR-323696,508935,Customer 12,Permanently Closed,Severity 1,Severity 3,02-06-2022 06:39,08-06-2022 19:36,,,,Client,08-06-2022 08:36,08-06-2022 19:36,,
TSR-312069,n/a,Customer 13,Resolved,SEV1,n/a,n/a,n/a,,,,Client,16-05-2022 13:15,16-05-2022 17:25,4:10:00,Application
TSR-378664,568559,Customer 13,Permanently Closed,Severity 1,Severity 1,21-08-2022 08:24,21-08-2022 08:48,Yes,No,Production,Internal,21-08-2022 08:01,21-08-2022 08:46,,Platform
TSR-366317,555165,Customer 13,Permanently Closed,Severity 1,Severity 1,02-08-2022 17:15,02-08-2022 18:18,No,No,Production,Client,02-08-2022 17:15,02-08-2022 17:48,,Platform
TSR-402611,594978,Customer 14,Permanently Closed,Severity 1,Severity 1,26-09-2022 17:44,26-09-2022 18:34,Yes,Yes,Production,Client,26-09-2022 17:44,26-09-2022 18:28,,Platform
TSR-401709,594012,Customer 14,Permanently Closed,Severity 1,Severity 1,23-09-2022 23:15,24-09-2022 00:10,Yes,No,Production,Internal,23-09-2022 23:15,24-09-2022 00:10,,Platform
TSR-394978,586644,Customer 14,Permanently Closed,Severity 1,Severity 1,14-09-2022 12:21,14-09-2022 13:11,Yes,No,Production,Internal,14-09-2022 12:21,14-09-2022 13:11,,Platform
TSR-391354,582695,Customer 14,Permanently Closed,Severity 1,Severity 1,08-09-2022 11:32,08-09-2022 12:36,Yes,No,Production,Internal,08-09-2022 11:32,08-09-2022 12:36,,Platform
TSR-388080,579115,Customer 14,Permanently Closed,Severity 1,Severity 1,02-09-2022 19:20,02-09-2022 21:58,Yes,No,Production,Client,02-09-2022 19:20,02-09-2022 22:00,,Application
TSR-385318,576121,Customer 14,Permanently Closed,Severity 1,Severity 1,30-08-2022 18:35,31-08-2022 03:55,Yes,No,Production,Client,30-08-2022 18:35,31-08-2022 03:12,,Application
TSR-379841,569825,Customer 14,Permanently Closed,Severity 1,Severity 1,23-08-2022 12:05,23-08-2022 15:40,Yes,No,Production,Internal,23-08-2022 12:05,23-08-2022 13:42,,Platform
TSR-372825,562225,Customer 14,Permanently Closed,Severity 1,Severity 1,11-08-2022 14:24,11-08-2022 15:32,Yes,No,Production,Internal,11-08-2022 14:24,11-08-2022 15:32,,Application
TSR-372025,561376,Customer 14,Permanently Closed,Severity 1,Severity 1,10-08-2022 18:10,10-08-2022 20:43,No,No,Production,Client,10-08-2022 18:10,10-08-2022 20:43,,Application
TSR-371239,560486,Customer 14,Permanently Closed,Severity 1,Severity 1,09-08-2022 20:19,10-08-2022 02:47,Yes,No,Production,Client,09-08-2022 20:19,10-08-2022 02:15,,Application
TSR-371086,560326,Customer 14,Pending client confirmation,Severity 1,Severity 1,09-08-2022 17:23,09-08-2022 18:16,Yes,No,Production,Internal,09-08-2022 17:11,09-08-2022 17:36,,Platform
TSR-369524,558628,Customer 14,Permanently Closed,Severity 1,Severity 1,06-08-2022 20:45,07-08-2022 00:48,No,No,Production,Internal,06-08-2022 20:45,07-08-2022 00:55,,Application
TSR-369045,558130,Customer 14,Permanently Closed,Severity 1,Severity 2,05-08-2022 19:55,06-08-2022 12:03,Yes,No,Production,Client,05-08-2022 19:55,06-08-2022 12:03,,Platform
TSR-366775,555663,Customer 14,Permanently Closed,Severity 1,Severity 1,03-08-2022 07:40,03-08-2022 08:43,Yes,No,Production,Internal,03-08-2022 07:40,03-08-2022 08:39,,Application
TSR-364969,553673,Customer 14,Pending client confirmation,Severity 1,Severity 1,31-07-2022 13:37,31-07-2022 15:46,,,,Internal,31-07-2022 13:37,31-07-2022 15:42,,Application
TSR-361868,550320,Customer 14,Permanently Closed,Severity 1,Severity 1,27-07-2022 12:17,27-07-2022 14:23,,,,Internal,27-07-2022 12:17,27-07-2022 14:23,,Platform
TSR-353368,541215,Customer 14,Permanently Closed,Severity 1,Severity 1,15-07-2022 23:25,16-07-2022 00:58,,,,Internal,15-07-2022 23:25,16-07-2022 00:57,,Platform
TSR-341274,528117,Customer 14,Permanently Closed,Severity 1,Severity 1,29-06-2022 11:00,29-06-2022 14:32,,,,Internal,29-06-2022 11:00,29-06-2022 14:32,,
TSR-332930,519021,Customer 14,Permanently Closed,Severity 1,Severity 1,16-06-2022 07:19,16-06-2022 09:41,,,,Internal,16-06-2022 07:19,16-06-2022 09:41,,
TSR-332474,518502,Customer 14,Permanently Closed,Severity 1,Severity 1,15-06-2022 17:35,15-06-2022 18:16,,,,Client,15-06-2022 17:35,15-06-2022 18:05,,
TSR-322889,508084,Customer 14,Permanently Closed,Severity 1,Severity 1,01-06-2022 12:54,01-06-2022 17:34,,,,Internal,01-06-2022 12:54,01-06-2022 14:14,,
TSR-310074,n/a,Customer 15,Resolved,SEV1,n/a,n/a,n/a,,,,Client,12-05-2022 11:48,12-05-2022 12:35,0:47:00,Application
TSR-310076,n/a,Customer 15,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,12-05-2022 11:50,12-05-2022 12:35,0:45:00,Application
TSR-403937,596425,Customer 15,Permanently Closed,Severity 1,Severity 1,28-09-2022 06:36,28-09-2022 10:03,No,No,Production,Internal,28-09-2022 06:36,28-09-2022 10:03,,Platform
TSR-403715,596185,Customer 15,Permanently Closed,Severity 1,Severity 1,27-09-2022 21:57,28-09-2022 00:00,Yes,No,Production,Internal,27-09-2022 21:57,27-09-2022 23:57,,Application
TSR-401999,594315,Customer 15,Permanently Closed,Severity 1,Severity 1,24-09-2022 21:43,24-09-2022 22:56,Yes,No,Production,Internal,24-09-2022 21:43,24-09-2022 22:56,,Application
TSR-400949,593185,Customer 15,Permanently Closed,Severity 1,Severity 1,23-09-2022 00:37,23-09-2022 01:16,Yes,No,Production,Internal,23-09-2022 00:32,23-09-2022 00:36,,Application
TSR-399016,591057,Customer 15,Permanently Closed,Severity 1,Severity 1,20-09-2022 19:14,20-09-2022 20:53,Yes,Yes,Production,Client,20-09-2022 19:14,20-09-2022 20:15,1:01:00,Application
TSR-391914,583293,Customer 15,Permanently Closed,Severity 1,Severity 1,08-09-2022 22:31,09-09-2022 00:02,Yes,No,Production,Internal,08-09-2022 22:04,08-09-2022 23:08,,Application
TSR-391900,583278,Customer 15,Permanently Closed,Severity 1,Severity 1,08-09-2022 21:48,09-09-2022 00:07,Yes,No,Production,Internal,08-09-2022 21:48,08-09-2022 23:40,,Application
TSR-391208,582536,Customer 15,Permanently Closed,Severity 1,Severity 1,08-09-2022 05:03,08-09-2022 05:18,Yes,No,Production,Internal,08-09-2022 04:49,08-09-2022 05:04,,Application
TSR-390449,581699,Customer 15,Permanently Closed,Severity 1,Severity 1,07-09-2022 10:37,07-09-2022 11:28,No,No,Production,Client,07-09-2022 10:37,07-09-2022 11:28,,Platform
TSR-390227,581436,Customer 15,Permanently Closed,Severity 1,Severity 1,07-09-2022 00:29,07-09-2022 01:43,Yes,No,Production,Internal,07-09-2022 00:29,07-09-2022 01:43,,Application
TSR-389442,580580,Customer 15,Permanently Closed,Severity 1,Severity 1,06-09-2022 00:23,06-09-2022 00:38,No,No,Production,Internal,06-09-2022 00:23,06-09-2022 00:37,,Application
TSR-388714,579783,Customer 15,Permanently Closed,Severity 1,Severity 1,05-09-2022 00:21,05-09-2022 01:21,Yes,No,Production,Internal,05-09-2022 00:21,05-09-2022 01:20,,Application
TSR-383852,574506,Customer 15,Permanently Closed,Severity 1,Severity 1,29-08-2022 10:05,29-08-2022 11:19,Yes,No,Production,Client,29-08-2022 10:05,29-08-2022 11:19,0:54:00,Application
TSR-382402,572929,Customer 15,Permanently Closed,Severity 1,Severity 1,26-08-2022 03:05,26-08-2022 04:09,No,No,Production,Internal,26-08-2022 03:05,26-08-2022 04:09,,Application
TSR-382350,572872,Customer 15,Pending client confirmation,Severity 1,Severity 1,26-08-2022 01:01,26-08-2022 02:14,Yes,No,Production,Internal,26-08-2022 01:01,26-08-2022 02:07,,Application
TSR-378816,568711,Customer 15,Permanently Closed,Severity 1,Severity 1,22-08-2022 00:42,22-08-2022 01:14,Yes,No,Production,Internal,22-08-2022 00:42,22-08-2022 01:14,,Application
TSR-378648,568543,Customer 15,Permanently Closed,Severity 1,Severity 1,21-08-2022 04:44,21-08-2022 05:36,Yes,No,Production,Internal,21-08-2022 04:44,21-08-2022 05:33,,Application
TSR-378604,568498,Customer 15,Permanently Closed,Severity 1,Severity 1,20-08-2022 22:19,21-08-2022 00:27,Yes,No,Production,Internal,20-08-2022 22:19,21-08-2022 00:25,,Application
TSR-378292,568182,Customer 15,Permanently Closed,Severity 1,Severity 1,20-08-2022 03:16,20-08-2022 04:00,Yes,No,Production,Internal,20-08-2022 03:16,20-08-2022 03:59,,Application
TSR-377466,567275,Customer 15,Permanently Closed,Severity 1,Severity 1,19-08-2022 01:44,19-08-2022 03:24,Yes,No,Production,Internal,19-08-2022 01:44,19-08-2022 03:00,,Application
TSR-375734,565374,Customer 15,Permanently Closed,Severity 1,Severity 1,17-08-2022 00:36,17-08-2022 01:16,No,No,Production,Internal,17-08-2022 00:36,17-08-2022 01:13,,Application
TSR-374393,563923,Customer 15,Permanently Closed,Severity 1,Severity 1,14-08-2022 23:55,15-08-2022 00:36,Yes,No,Production,Internal,14-08-2022 23:55,15-08-2022 00:34,,Application
TSR-374219,563743,Customer 15,Permanently Closed,Severity 1,Severity 1,13-08-2022 23:50,14-08-2022 00:42,Yes,No,Production,Internal,13-08-2022 23:50,14-08-2022 00:38,,Application
TSR-374014,563532,Customer 15,Permanently Closed,Severity 1,Severity 1,13-08-2022 00:17,13-08-2022 00:29,Yes,No,Production,Internal,13-08-2022 00:17,13-08-2022 00:29,,Application
TSR-372315,561676,Customer 15,Permanently Closed,Severity 1,Severity 1,11-08-2022 00:26,11-08-2022 01:36,Yes,No,Production,Internal,11-08-2022 00:26,11-08-2022 01:29,,Application
TSR-371623,560903,Customer 15,Permanently Closed,Severity 1,Severity 1,10-08-2022 07:17,10-08-2022 12:00,Yes,No,Production,Internal,10-08-2022 07:17,10-08-2022 13:27,,Application
TSR-371570,560847,Customer 15,Permanently Closed,Severity 1,Severity 1,10-08-2022 05:06,11-08-2022 06:57,Yes,No,Production,Client,10-08-2022 05:06,10-08-2022 13:27,,Application
TSR-359706,547994,Customer 15,Permanently Closed,Severity 1,Severity 1,25-07-2022 01:59,25-07-2022 03:30,,,,Internal,25-07-2022 01:59,25-07-2022 02:05,,Application
TSR-359484,547770,Customer 15,Permanently Closed,Severity 1,Severity 1,23-07-2022 23:14,24-07-2022 00:16,,,,Internal,23-07-2022 23:14,24-07-2022 00:16,,Application
TSR-356609,544755,Customer 15,Permanently Closed,Severity 1,Severity 1,21-07-2022 05:59,21-07-2022 06:57,,,,Client,21-07-2022 05:59,21-07-2022 06:57,0:58:00,Application
TSR-356607,544753,Customer 15,Permanently Closed,Severity 1,Severity 1,21-07-2022 05:56,21-07-2022 07:00,,,,Internal,21-07-2022 05:56,21-07-2022 07:00,0:55:00,Application
TSR-356555,544696,Customer 15,Permanently Closed,Severity 1,Severity 1,21-07-2022 04:04,21-07-2022 06:04,,,,Internal,21-07-2022 04:04,21-07-2022 06:04,,Platform
TSR-355105,543119,Customer 15,Permanently Closed,Severity 1,Severity 1,19-07-2022 15:10,19-07-2022 16:16,,,,Internal,19-07-2022 15:07,19-07-2022 15:59,0:52:00,Platform
TSR-349401,536887,Customer 15,Permanently Closed,Severity 1,Severity 2,11-07-2022 13:13,12-07-2022 09:03,,,,Client,11-07-2022 13:13,12-07-2022 09:03,,Application
TSR-348939,536386,Customer 15,Permanently Closed,Severity 1,Severity 2,09-07-2022 12:39,09-07-2022 17:52,,,,Client,09-07-2022 12:39,09-07-2022 17:52,,Application
TSR-346694,533981,Customer 15,Permanently Closed,Severity 1,Severity 1,06-07-2022 17:58,06-07-2022 18:26,,,,Client,06-07-2022 17:58,06-07-2022 18:20,,Application
TSR-346226,533464,Customer 15,Permanently Closed,Severity 1,Severity 1,06-07-2022 10:57,06-07-2022 13:30,,,,Internal,06-07-2022 10:57,06-07-2022 13:30,,Application
TSR-346224,533462,Customer 15,Permanently Closed,Severity 1,Severity 1,06-07-2022 10:54,06-07-2022 13:28,,,,Client,06-07-2022 10:54,06-07-2022 13:28,2:30:00,Platform
TSR-346223,533461,Customer 15,Permanently Closed,Severity 1,Severity 1,06-07-2022 10:53,06-07-2022 13:41,,,,Client,06-07-2022 10:53,06-07-2022 13:41,,Application
TSR-343884,530968,Customer 15,Permanently Closed,Severity 1,Severity 1,01-07-2022 22:04,01-07-2022 23:45,,,,Internal,01-07-2022 22:04,01-07-2022 23:42,,Application
TSR-343133,530155,Customer 15,Permanently Closed,Severity 1,Severity 1,01-07-2022 04:53,01-07-2022 05:19,,,,Client,01-07-2022 04:53,01-07-2022 05:19,,Application
TSR-343104,530125,Customer 15,Permanently Closed,Severity 1,Severity 1,01-07-2022 03:32,01-07-2022 05:58,,,,Internal,01-07-2022 03:32,01-07-2022 05:57,,Platform
TSR-343098,530119,Customer 15,Permanently Closed,Severity 1,Severity 1,01-07-2022 02:54,01-07-2022 04:20,,,,Client,01-07-2022 02:54,01-07-2022 04:20,2:00:00,Application
TSR-343087,530108,Customer 15,Permanently Closed,Severity 1,Severity 1,01-07-2022 02:27,01-07-2022 03:27,,,,Internal,01-07-2022 02:27,01-07-2022 03:22,,Application
